userid,start_date_s,end_date_s,status_s,progress_s,duration_s_s,finished_s,recorded_date_s,response_id_s,distribution_channel,user_language,id_1_s,id_2_s,id_3_s,id_4_s,id_5_s,participinfo,consent,q12_first_click,q12_last_click,q12_page_submit,q12_click_count,entexp,entxn,entxb,xposent,xposen,xposeb,prog,programme,q18,q19_first_click,q19_last_click,q19_page_submit,q19_click_count,cse1,cse2,cse3,creativese,q24_first_click,q24_last_click,q24_page_submit,q24_click_count,pinno1,pinno2,pinno3,persinno,q29_first_click,q29_last_click,q29_page_submit,q29_click_count,pl1,cl1,cl2,pl2,cl3,ml1,ml2,pl3,ml3,pl,cl,ml,frequse,frequentuser,useplan,useprof,useacad,usecontext,q44_first_click,q44_last_click,q44_page_submit,q44_click_count,se1,se2,se3,selfefficacy,q49_first_click,q49_last_click,q49_page_submit,q49_click_count,gender,q50_3_text,ageoriginal,hscountry,country_n,country_group,uk,q53_first_click,q53_last_click,q53_page_submit,q53_click_count,q63_first_click,q63_last_click,q63_page_submit,q63_click_count,random_id,id
ci12aa,2024-01-31T11:41:21Z,2024-01-31T11:46:21Z,IP Address,94,299,FALSE,2024-02-07T11:46:22Z,R_2LIPF2Lnb2sxL8t,anonymous,EN,c,i,12,a,a,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,0,0,0.792,0,I have experience as a business owner.,entrepreneurial experience – narrower,entrepreneurial experience –broader,At least one of my parents has experience as a self-employed person.,0,entrepreneurial experience – broader,A programme at the Business School.,Business programme at the business school,1,1.832,1.832,2.992,1,6,6,6,6,0.46,1.069,1.302,2,6,4,6,5.333333333333333,2.832,3.285,3.57,2,5,6,6,6,6,3,3,6,6,5.666666666666667,6,4,Once or more each day.,frequent generative AI user,3,1,1,1.6666666666666667,0.388,0.388,1.043,1,6,6,6,6,0.008,1.047,1.337,3,Male,NA,22,United Kingdom,59,United Kingdom,1,NA,NA,NA,NA,NA,NA,NA,NA,58732,NA
cl24lj,2024-02-01T09:57:56Z,2024-02-01T10:13:39Z,IP Address,100,943,TRUE,2024-02-01T10:13:40Z,R_4rDfTgc8uuQ3yI6,anonymous,EN,c,l,24,l,j,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,0,0,13.69,0,I have experience as a self-employed person.,0,entrepreneurial experience –broader,At least one of my parents has experience as business owner.,entrepreneurial experience – narrower,entrepreneurial experience – broader,A programme at the Business School.,Business programme at the business school,0,9.362,9.362,10.031,1,2,2,2,2,2.887,3.363,3.836,2,6,6,6,6,5.127,5.698,6.208,2,5,4,5,6,3,4,5,4,4,5,4,4.333333333333333,About once a month.,0,2,3,3,2.6666666666666665,6.829,6.829,7.639,1,6,7,7,6.666666666666667,4.189,5.399,5.751,2,Female,NA,20,China,95,China,0,NA,NA,NA,NA,0,0,0.881,0,32821,NA
cl29hn,2024-01-31T11:29:11Z,2024-01-31T11:37:22Z,IP Address,100,490,TRUE,2024-01-31T11:37:22Z,R_2eUKMhfG90jzZur,anonymous,EN,c,l,29,h,n,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,0,0,1.871,0,None of the above.,0,0,At least one of my parents has experience as business owner.,entrepreneurial experience – narrower,entrepreneurial experience – broader,"Language and Business (for example, French and Business, German and Business).",Another programme with a business component,2,5.441,9.139,10.128,2,5,6,6,5.666666666666667,3.382,5.563,6.453,2,5,3,4,4,3.397,3.397,4.32,1,6,4,3,6,3,4,3,5,3,5.666666666666667,3.3333333333333335,3.3333333333333335,Twice or three times a month.,0,3,3,2,2.6666666666666665,4.669,4.669,7.575,1,5,5,5,5,2.059,2.059,2.745,1,Female,NA,22,United Kingdom,59,United Kingdom,1,NA,NA,NA,NA,8.261,24.575,97.632,2,58328,NA
cs11ws,2024-02-01T15:02:27Z,2024-02-01T15:05:04Z,IP Address,100,156,TRUE,2024-02-01T15:05:05Z,R_2NyRKpteJBjRNVi,anonymous,EN,c,s,11,w,s,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,NA,NA,NA,NA,None of the above.,0,0,None of the above.,0,0,Law and Business / Psychology and Business / Economics and Management.,Another programme with a business component,2,2.72,2.72,3.458,1,7,7,7,7,0.836,0.836,1.688,1,7,7,7,7,0.545,0.545,0.998,1,1,7,7,7,1,7,7,7,7,5,5,7,Several times each week.,frequent generative AI user,1,1,1,1,0.471,0.471,1.547,1,7,7,7,7,0.335,0.335,0.945,1,Female,NA,21,China,95,China,0,NA,NA,NA,NA,0,0,1.954,0,99903,NA
cw27hd,2024-01-31T11:27:48Z,2024-01-31T11:38:34Z,IP Address,100,645,TRUE,2024-01-31T11:38:35Z,R_6LMcPiX1XRROyVm,anonymous,EN,c,w,27,h,d,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,NA,NA,NA,NA,I have experience as a self-employed person.,0,entrepreneurial experience –broader,At least one of my parents has experience as business owner.,entrepreneurial experience – narrower,entrepreneurial experience – broader,A programme at the Business School.,Business programme at the business school,1,5.17,5.17,7.638,1,6,6,5,5.666666666666667,4.034,4.034,5.462,1,3,2,3,2.6666666666666665,5.259,5.259,7.599,1,6,2,2,5,2,5,4,6,5,5.666666666666667,2,4.666666666666667,About once each week.,0,3,3,2,2.6666666666666665,14.094,14.094,20.156,1,5,6,5,5.333333333333333,4.16,4.16,5.367,1,Male,NA,34,United Kingdom,59,United Kingdom,1,NA,NA,NA,NA,7.546,7.546,38.326,1,49489,NA
cx28yj,2024-01-31T11:29:36Z,2024-01-31T11:38:52Z,IP Address,100,555,TRUE,2024-01-31T11:38:52Z,R_33gy9xS8GGvBnCY,anonymous,EN,c,x,28,y,j,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,0,0,5.465,0,None of the above.,0,0,At least one of my parents has experience as entrepreneur.,entrepreneurial experience – narrower,entrepreneurial experience – broader,A programme at the Business School.,Business programme at the business school,1,7.822,33.71,35.038,4,3,4,5,4,4.876,8.865,9.573,3,3,2,3,2.6666666666666665,5.464,5.464,6.463,1,5,5,5,6,6,5,5,5,7,5.333333333333333,5.333333333333333,5.666666666666667,Several times each week.,frequent generative AI user,2,2,2,2,3.664,3.664,4.695,1,4,5,4,4.333333333333333,4.339,4.339,5.082,1,Female,NA,21,China,95,China,0,NA,NA,NA,NA,5.223,5.223,65.136,1,30022,NA
da09va,2024-01-31T11:29:20Z,2024-01-31T11:39:34Z,IP Address,100,614,TRUE,2024-01-31T11:39:35Z,R_7fjxtLDkS8siz2A,anonymous,EN,d,a,09,v,a,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,NA,NA,NA,NA,I have experience as a business owner.,entrepreneurial experience – narrower,entrepreneurial experience –broader,None of the above.,0,0,A programme at the Business School.,Business programme at the business school,0,9.227,9.227,11.838,1,6,6,6,6,2.276,2.276,3.074,1,6,5,6,5.666666666666667,3.442,4.347,4.736,2,5,6,5,7,3,5,6,7,6,6.333333333333333,4.666666666666667,5.666666666666667,Several times each week.,frequent generative AI user,2,2,1,1.6666666666666667,5.251,5.251,6.547,1,5,6,5,5.333333333333333,3.452,3.452,4.78,1,Male,NA,20,United Kingdom,59,United Kingdom,1,NA,NA,NA,NA,7.976,7.976,51.275,1,51073,NA
db30so,2024-02-01T11:43:32Z,2024-02-06T21:35:15Z,IP Address,94,467503,FALSE,2024-02-13T21:35:19Z,R_8Fv0IvZnJTjEbiF,anonymous,EN,d,b,30,s,o,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,NA,NA,NA,NA,I have experience as an entrepreneur.,entrepreneurial experience – narrower,entrepreneurial experience –broader,At least one of my parents has experience as entrepreneur.,entrepreneurial experience – narrower,entrepreneurial experience – broader,A programme at the Business School.,Business programme at the business school,0,2.858,4.889,5.663,2,3,6,6,5,4.527,4.527,5.385,1,3,2,2,2.3333333333333335,2.501,2.501,3.353,1,6,3,2,5,6,3,2,5,3,5.333333333333333,3.6666666666666665,2.6666666666666665,About once each week.,0,2,3,2,2.3333333333333335,3.294,3.294,4.158,1,5,6,5,5.333333333333333,3.932,3.932,5.93,1,Female,NA,20,India,7,India,0,NA,NA,NA,NA,NA,NA,NA,NA,23453,NA
dc14ya,2024-01-31T11:29:01Z,2024-01-31T11:34:47Z,IP Address,100,346,TRUE,2024-01-31T11:34:48Z,R_8GrYNHWHvjjok3E,anonymous,EN,d,c,14,y,a,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,0,0,1.765,0,None of the above.,0,0,At least one of my parents has experience as business owner.,entrepreneurial experience – narrower,entrepreneurial experience – broader,"I am an exchange student, but I study business in my home university.",Another programme with a business component,0,5.055,5.055,6.123,1,5,6,5,5.333333333333333,3.869,3.869,4.935,1,4,2,3,3,1.912,1.912,2.628,1,4,3,4,2,1,5,2,4,2,3.3333333333333335,2.6666666666666665,3,Less than once a month.,0,3,3,3,3,2.718,2.718,4.281,1,5,5,6,5.333333333333333,2.007,2.007,2.754,1,Male,NA,20,United States,6,United States,0,NA,NA,NA,NA,6.264,6.264,50.702,1,70369,NA
em02fa,2024-01-31T11:27:58Z,2024-01-31T11:36:15Z,IP Address,100,496,TRUE,2024-01-31T11:36:16Z,R_4wrcdlxduZNt6EN,anonymous,EN,e,m,02,f,a,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,0,0,3.084,0,None of the above.,0,0,None of the above.,0,0,A programme at the Business School.,Business programme at the business school,1,9.634,29.354,30.388,3,6,6,5,5.666666666666667,2.825,2.825,4.499,1,5,6,5,5.333333333333333,2.878,2.878,3.671,1,6,7,7,7,7,6,3,6,3,6.333333333333333,7,4,Twice or three times a month.,0,3,2,3,2.6666666666666665,4.192,4.192,5.23,1,6,6,6,6,2.345,2.345,3.263,1,Female,NA,20,United Kingdom,59,United Kingdom,1,NA,NA,NA,NA,0,0,36.755,0,91394,NA
em31sj,2024-01-31T11:28:54Z,2024-01-31T11:37:52Z,IP Address,100,538,TRUE,2024-01-31T11:37:53Z,R_8PvHKRqx3OGZPoJ,anonymous,EN,e,m,31,s,j,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,0,0,3.85,0,None of the above.,0,0,At least one of my parents has experience as business owner.,entrepreneurial experience – narrower,entrepreneurial experience – broader,A programme at the Business School.,Business programme at the business school,1,13.699,13.699,15.508,1,6,6,5,5.666666666666667,4.91,4.91,6.193,1,5,5,5,5,4.408,4.408,5.309,1,5,4,4,6,5,5,5,6,5,5.666666666666667,4.333333333333333,5,Less than once a month.,0,3,3,3,3,3.608,4.877,5.896,2,6,6,6,6,3.181,3.181,4.181,1,Female,NA,20,United Kingdom,59,United Kingdom,1,NA,NA,NA,NA,4.41,4.41,49.222,1,82881,NA
ep20jf,2024-01-31T11:28:41Z,2024-01-31T11:40:54Z,IP Address,100,732,TRUE,2024-01-31T11:40:54Z,R_4YldAk8xCs8q7UG,anonymous,EN,e,p,20,j,f,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,NA,NA,NA,NA,None of the above.,0,0,At least one of my parents has experience as a self-employed person.,0,entrepreneurial experience – broader,A programme at the Business School.,Business programme at the business school,1,12.59,12.59,43.539,1,5,6,6,5.666666666666667,6.742,6.742,8.093,1,4,3,4,3.6666666666666665,4.896,4.896,6.268,1,5,4,5,6,4,4,5,3,5,4.666666666666667,4.333333333333333,4.666666666666667,About once each week.,0,3,2,2,2.3333333333333335,7.681,7.681,10.649,1,4,5,5,4.666666666666667,4.118,4.118,5.423,1,Male,NA,20,United Kingdom,59,United Kingdom,1,NA,NA,NA,NA,9.194,9.194,58.659,1,74049,NA
fd28jd,2024-01-31T11:28:26Z,2024-01-31T11:35:12Z,IP Address,100,405,TRUE,2024-01-31T11:35:13Z,R_41Ayv0juS4QGpM1,anonymous,EN,f,d,28,j,d,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,0,0,3.263,0,None of the above.,0,0,At least one of my parents has experience as entrepreneur.,entrepreneurial experience – narrower,entrepreneurial experience – broader,A programme at the Business School.,Business programme at the business school,1,3.822,3.822,7.308,1,5,6,4,5,1.946,1.946,2.888,1,5,4,3,4,3.079,3.079,3.84,1,6,3,4,5,3,6,3,5,5,5.333333333333333,3.3333333333333335,4.666666666666667,Twice or three times a month.,0,3,2,1,2,2.776,2.776,3.954,1,5,5,6,5.333333333333333,2.002,2.002,3.154,1,Female,NA,23,Hong Kong (S.A.R.),2,East Asia & Pacific,0,NA,NA,NA,NA,2.767,2.767,56.026,1,70777,NA
fj25aa,2024-03-08T14:29:57Z,2024-03-08T14:38:59Z,IP Address,100,541,TRUE,2024-03-08T14:38:59Z,R_2nIsmHpX0uoWGju,anonymous,EN,f,j,25,a,a,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,NA,NA,NA,NA,None of the above.,0,0,At least one of my parents has experience as business owner.,entrepreneurial experience – narrower,entrepreneurial experience – broader,Computer Science / Data Science / Informatics.,A programme without a business component,1,12.878,12.878,14.261,1,4,5,5,4.666666666666667,3.672,3.672,4.63,1,5,4,7,5.333333333333333,3.9,5.539,6.466,2,4,5,4,4,3,4,4,3,5,3.6666666666666665,4,4.333333333333333,Several times each week.,frequent generative AI user,3,1,1,1.6666666666666667,3.747,3.747,5.973,1,5,6,6,5.666666666666667,4.204,4.204,5.494,1,Female,NA,24,China,95,China,0,NA,NA,NA,NA,0,0,36.449,0,37256,NA
